#,プロジェクト,トラッカー,親チケット,親チケットの題名,ステータス,優先度,題名,作成者,担当者,更新日,カテゴリ,対象バージョン,開始日,期日,予定工数,合計予定工数,進捗率,作成日,終了日,最終更新者,関連するチケット,ファイル,実開始日,実終了日,残工数(Lychee),合計残工数(Lychee),プライベート,説明,最新のコメント
169699,データ化ツール,タスク,"","",進行中,通常,【Docデータ化】バックエンド_開発(検索処理),Iさん,Kさん,2025/06/13 09:09,"",Sprint#5,2025/06/11,2025/06/24,"","",0,2025/05/20 09:46,"",Bさん,"","",2025/06/04,"","","",いいえ,"",""
169697,データ化ツール,タスク,"","",終了,通常,【Docデータ化】プロンプト検証(分類指定),Iさん,Nさん,2025/06/12 09:40,"",Sprint#4,2025/05/28,2025/06/10,"","",0,2025/05/20 09:44,2025/06/12 09:40,Kさん,"","",2025/05/21,2025/06/12,0.00,0.00,いいえ,"ユーザによる分類指定からページ抽出ができるか検証
",残：読み込めなかったN増しドキュメントの分追加で再度ドキュメント検証
169696,データ化ツール,タスク,"","",終了,通常,【Docデータ化】プロンプト検証(内容抽出) ​,Iさん,Nさん,2025/05/28 12:50,"",Sprint#3,2025/05/14,2025/05/27,"","",0,2025/05/20 09:43,2025/05/27 14:05,Iさん,"","",2025/05/21,2025/05/27,0.00,0.00,いいえ,"",""
169694,データ化ツール,タスク,"","",終了,通常,【Docデータ化】リソース作成,Iさん,Iさん,2025/05/27 14:03,"",Sprint#3,2025/05/14,2025/05/27,"","",100,2025/05/20 09:42,2025/05/27 14:03,Iさん,"","",2025/05/22,2025/05/27,0.00,0.00,いいえ,"ゴール：
AGWまでのリソース作成完了＋未デプロイで疎通確認",5/22にリソース作成予定
169693,データ化ツール,タスク,"","",終了,通常,【Docデータ化UI】お試し版デプロイ,Iさん,"",2025/06/03 09:40,"",Sprint#4,2025/05/28,2025/06/10,"","",0,2025/05/20 09:42,2025/06/03 09:40,Bさん,"","",2025/06/03,2025/06/03,0.00,0.00,いいえ,"",6/2着手予定→TMCアカウント切れの影響あり
169691,データ化ツール,タスク,"","",進行中,通常,【Docデータ化】フロントエンド_開発（データ化の機能・DB構造検討),Iさん,Kさん,2025/06/13 09:09,"",Sprint#5,2025/06/11,2025/06/24,"","",0,2025/05/20 09:40,"",Bさん,"","",2025/05/21,"","","",いいえ,画面側と同等+お試し版向けDB設計​,5/30　DBレイアウト確認依頼済み→分類指定対応完了まで（DB保存着手前）に必要
169690,データ化ツール,タスク,"","",終了,通常,【Docデータ化】バックエンド_開発(分類指定)​,Iさん,Kさん,2025/06/12 09:39,"",Sprint#4,2025/05/28,2025/06/10,"",0.00,100,2025/05/20 09:40,2025/06/12 09:39,Kさん,"","",2025/05/26,2025/06/02,0.00,0.00,いいえ,分類指定・ページ指定(追加/削除),""
169689,データ化ツール,タスク,"","",終了,通常,【Docデータ化】概要仕様書_TMCレビュ,Iさん,Kさん,2025/05/28 12:50,"",Sprint#3,2025/05/14,2025/05/27,"","",0,2025/05/20 09:40,2025/05/27 14:04,Iさん,"","",2025/05/27,2025/05/27,0.00,0.00,いいえ,"",""
169688,データ化ツール,タスク,"","",終了,通常,【Docデータ化】概要仕様書_チーム内レビュ,Iさん,Kさん,2025/05/28 12:50,"",Sprint#3,2025/05/14,2025/05/27,"","",0,2025/05/20 09:39,2025/05/27 14:04,Iさん,"","",2025/05/21,2025/05/27,0.00,0.00,いいえ,"",""
169655,走行制御DRアシスタント,タスク,"","",終了,通常,行に行番号表示,Hさん,Hさん,2025/06/02 14:05,"",sprint#11,2025/05/20,2025/05/26,"","",0,2025/05/20 09:03,2025/06/02 14:05,Fさん,"","",2025/05/20,2025/06/02,0.00,0.00,いいえ,"",5/20 表示は完了。幅調整は既存処理の修正が入るので今後にしたい。今まとめて親と子の幅調整設定してるので修正が必要
169648,走行制御DRアシスタント,タスク,"","",終了,通常,ヘッダー固定にして行スクロール,Hさん,Hさん,2025/06/02 14:05,"",sprint#11,2025/05/20,2025/05/26,"","",0,2025/05/20 08:58,2025/06/02 14:05,Fさん,"","",2025/05/20,2025/06/02,0.00,0.00,いいえ,"",ローカルで動作確認済
169592,MatlabCoDriver,タスク,"","",終了,通常,東富士活動理解,Bさん,"",2025/05/27 14:24,"",sprint#9,2025/05/14,2025/05/27,"","",0,2025/05/19 18:28,2025/05/27 14:24,Bさん,"","",2025/05/27,2025/05/27,0.00,0.00,いいえ,5/27 13:00に実施,""
169588,MatlabCoDriver,タスク,"","",進行中,通常,スルーテスト実施・レビュ,Bさん,Cさん,2025/06/11 17:07,"",sprint#11,2025/06/11,2025/06/24,"",0.00,0,2025/05/19 18:20,"",Cさん,"","",2025/06/06,"","",0.00,いいえ,"項目追加
・正常系
　　Codriver UIに接続DBが表示されること
・異常系
　　接続先DBを間違えるとエラーダイアログが表示されること
",""
169517,業務アシスタント-制御設計サポートAI,タスク,"","",終了,通常,No25_【実装】空フォーマットへの転記時体裁調整処理作成,Aさん,Aさん,2025/06/17 12:48,"",Sprint♯25,2025/05/28,2025/06/10,"",0.00,100,2025/05/19 15:47,2025/06/17 12:48,Aさん,"","",2025/06/05,2025/06/17,0.00,0.00,いいえ,"Goal：
空フォーマットのEVマトリクスファイルへの転記処理後の体裁調整処理がすべて行われる処理が実装されること",""
169428,データ化ツール,タスク,"","",終了,通常,【Docデータ化】画面_分類DL機能（json）,Bさん,Bさん,2025/05/28 12:50,"",Sprint#3,2025/05/14,2025/05/27,"","",0,2025/05/19 10:03,2025/05/26 09:24,Kさん,"","",2025/05/19,2025/05/26,0.00,0.00,いいえ,"",5/26 登録画面での分類単位・ドキュメント単位でのDL、開発完了
169304,業務アシスタント-制御設計サポートAI,タスク,169296,No25_【修正】要件番号をEVマトリクスに適用できるように修正,終了,通常,EVマトリクスを転記する関数に要件番号を示す変数を追加(実装),Lさん,"",2025/05/26 09:34,"",Sprint♯24,2025/05/07,2025/05/27,"","",50,2025/05/16 16:59,2025/05/26 09:34,Oさん,"","",2025/05/20,2025/05/26,0.00,0.00,いいえ,"",""
169303,業務アシスタント-制御設計サポートAI,タスク,169296,No25_【修正】要件番号をEVマトリクスに適用できるように修正,終了,通常,エンティティに要件番号を追加(実装),Lさん,"",2025/05/26 09:34,"",Sprint♯24,2025/05/07,2025/05/27,"","",100,2025/05/16 16:53,2025/05/26 09:34,Oさん,"","",2025/05/19,2025/05/26,0.00,0.00,いいえ,"","5/20
実装完了"
169298,業務アシスタント-制御設計サポートAI,タスク,"","",終了,通常,No25_【調査】キュートリガー外のエラーメッセージ調査,Aさん,Oさん,2025/06/12 16:04,"",Sprint♯25,2025/05/28,2025/06/10,"","",40,2025/05/16 16:14,2025/06/12 16:04,Aさん,"","",2025/06/03,2025/06/12,0.00,0.00,いいえ,"Goal：
①キュートリガー外の処理内で起きるエラーのエラーメッセージ部分が洗い出せること
②キュートリガー内のエラーメッセージ「「""error_message"": "":red[IF定義書(.xlsx)からの情報抽出中にエラーが発生しました…」」からフォーマット指定部分を削除するために、対象箇所を洗い出し
③メッセージの文言の統一のために、修正内容の検討",6/12 ③終わり切らず。次スプリントで対応としたく。
169296,業務アシスタント-制御設計サポートAI,タスク,"","",終了,通常,No25_【修正】要件番号をEVマトリクスに適用できるように修正,Lさん,Lさん,2025/05/26 09:34,"",Sprint♯24,2025/05/07,2025/05/27,"",0.00,100,2025/05/16 16:12,2025/05/26 09:34,Oさん,"","",2025/05/19,2025/05/26,0.00,0.00,いいえ,"Goal:
・回答となる検査パターンに""requirement_number""が追加されていること
・出力結果のEVマトリクスが修正前後で変化していないこと

◇　要件番号として、""requirement_number""を新設
◇　A列に転記する変数を""requirement_number""に変更
","5/20
developまでマージ完了(これでフィードバッグに移動)"
169284,走行制御DRアシスタント,タスク,"","",終了,通常,データベース更新（大西さん修正分）,Fさん,Dさん,2025/06/06 11:26,"",Sprint#12,2025/05/27,2025/06/02,"","",0,2025/05/16 15:52,2025/06/06 11:26,Dさん,"","",2025/05/23,2025/06/06,0.00,0.00,いいえ,"",モジュール完成。開発用DBで動作確認済み。
169263,業務アシスタント-制御設計サポートAI,タスク,"","",終了,通常,develop結合テスト,Oさん,Oさん,2025/05/29 17:53,"",Sprint♯24,2025/05/07,2025/05/27,"","",50,2025/05/16 14:14,2025/05/29 17:53,Aさん,"","",2025/05/22,2025/05/29,0.00,0.00,いいえ,"Goal:
・今回デプロイ分の改修(GPT4.1導入や一部機能修正など)が入ったソースコードの機能の結合テストが完了すること",5/23 結合テスト仕様書　済。
169262,業務アシスタント-制御設計サポートAI,タスク,"","",終了,通常,【デプロイ前準備】STEP1-1プロンプト検証用(GPT4.1導入版),Oさん,Oさん,2025/05/26 09:35,"",Sprint♯24,2025/05/07,2025/05/27,"","",100,2025/05/16 14:13,2025/05/26 09:35,Oさん,"","",2025/05/21,2025/05/26,0.00,0.00,いいえ,"Goal:
・STEP1-1プロンプト検証用(GPT4.1導入版)のデプロイに必要な情報(環境変数など)などの準備が完了すること",""
169254,業務アシスタント-制御設計サポートAI,タスク,165258,No25_【実装】項目名情報リスト作成用関数の作成,終了,通常,再レビュー指摘修正,Oさん,"",2025/05/29 17:53,"",Sprint♯24,2025/05/07,2025/05/20,"","",0,2025/05/16 13:50,2025/05/29 17:53,Aさん,"","",2025/05/19,2025/05/29,0.00,0.00,いいえ,"",""
169253,業務アシスタント-制御設計サポートAI,タスク,165258,No25_【実装】項目名情報リスト作成用関数の作成,終了,通常,再レビュー,Oさん,Oさん,2025/05/29 17:52,"",Sprint♯24,2025/05/07,2025/05/20,"","",0,2025/05/16 13:50,2025/05/29 17:52,Aさん,"","",2025/05/16,2025/05/29,0.00,0.00,いいえ,"",""
169212,走行制御DRアシスタント,タスク,169209,初期表示画面のデータ取得API作成,終了,通常,Webアプリ側対応,Hさん,Hさん,2025/06/02 14:05,"",sprint#11,2025/05/20,2025/05/26,"","",0,2025/05/16 10:15,2025/06/02 14:05,Fさん,"","",2025/05/22,2025/06/02,0.00,0.00,いいえ,今json読み込みの部分をバックエンドからの取得に変更する,ローカル動作確認済
169211,走行制御DRアシスタント,タスク,169209,初期表示画面のデータ取得API作成,終了,通常,バックエンドAPI,Hさん,Hさん,2025/06/02 14:05,"",sprint#11,2025/05/20,2025/05/26,"","",0,2025/05/16 10:15,2025/06/02 14:05,Fさん,"","",2025/05/19,2025/06/02,0.00,0.00,いいえ,cosmosDBから行、列のデータ取得API作成,ローカル動作確認済
169210,走行制御DRアシスタント,タスク,"","",終了,通常,ベクトル検索実行時のボタン表記変更,Hさん,Hさん,2025/06/02 14:05,"",sprint#11,2025/05/20,2025/05/26,"","",0,2025/05/16 10:14,2025/06/02 14:05,Fさん,"","",2025/05/19,2025/06/02,0.00,0.00,いいえ,"",""
169209,走行制御DRアシスタント,タスク,"","",終了,通常,初期表示画面のデータ取得API作成,Hさん,Hさん,2025/06/02 14:05,"",sprint#11,2025/05/20,2025/05/26,"",0.00,100,2025/05/16 10:13,2025/06/02 14:05,Fさん,"","",2025/05/19,2025/06/02,0.00,0.00,いいえ,"",""
169150,走行制御DRアシスタント,タスク,"","",終了,通常,デモ動画作成(5/20まで),Fさん,"",2025/05/16 15:50,"",Sprint#10,2025/05/13,2025/05/19,"","",0,2025/05/15 20:18,2025/05/16 15:50,Fさん,"","",2025/05/16,2025/05/16,0.00,0.00,いいえ,"",大西さんの所で操作できるので問題なし。
169137,走行制御DRアシスタント,タスク,"","",終了,通常,ソースリファクタ,Hさん,Hさん,2025/05/27 09:42,"",Sprint#10,2025/05/13,2025/05/19,"","",0,2025/05/15 18:29,2025/05/27 09:42,Dさん,"","",2025/05/15,2025/05/27,0.00,0.00,いいえ,"デプロイ時の修正を含め、コードの整理実施
・余分な処理やconsolLogが抜けている場所の追加",5/16　ログ出力とエラー時の出力も追加完了。残りは機能追加時に同時に直す
169103,業務アシスタント-制御設計サポートAI,タスク,158468,No25_【実装】項目名作成用ファイルの読み出し関数の作成,終了,通常,再レビュー中,Oさん,Oさん,2025/05/29 17:52,"",Sprint♯24,2025/04/16,2025/04/29,"","",0,2025/05/15 16:00,2025/05/29 17:52,Aさん,"","",2025/05/15,2025/05/29,0.00,0.00,いいえ,"",""
169095,業務アシスタント-制御設計サポートAI,タスク,"","",終了,通常,No25_【デプロイ】STEP1-1プロンプト検証用(GPT4.1導入版)のStagingデプロイ,Aさん,Aさん,2025/06/05 15:02,"",Sprint♯25,2025/05/28,2025/06/10,"","",0,2025/05/15 15:46,2025/06/05 15:02,Oさん,"","",2025/05/29,2025/06/05,0.00,0.00,いいえ,"Goal：
以下のリソースにSTEP1-1改修(未：転記部分など)の機能がデプロイされること
・evmatrix-staging.codriver.fastpf.toyota.co.jp(AppService)
・evmatrix-func-staging.codriver.fastpf.toyota.co.jp(Functions)
",5/19 朝一に田中さんに連絡済み。クローズ。
169088,業務アシスタント-制御設計サポートAI,タスク,165259,No25_【修正】項目名情報リストを各プロンプトへ反映できるよう修正,終了,通常,単体テスト,Aさん,"",2025/05/29 17:53,"",Sprint♯24,2025/05/07,2025/05/20,"","",0,2025/05/15 15:22,2025/05/29 17:53,Aさん,"","",2025/05/28,2025/05/29,0.00,0.00,いいえ,"",""
169087,業務アシスタント-制御設計サポートAI,タスク,165259,No25_【修正】項目名情報リストを各プロンプトへ反映できるよう修正,終了,通常,レビュー指摘修正,Aさん,"",2025/05/29 17:53,"",Sprint♯24,2025/05/07,2025/05/20,"","",0,2025/05/15 15:22,2025/05/29 17:53,Aさん,"","",2025/05/15,2025/05/29,0.00,0.00,いいえ,"",""
169086,業務アシスタント-制御設計サポートAI,タスク,165259,No25_【修正】項目名情報リストを各プロンプトへ反映できるよう修正,終了,通常,レビュー,Aさん,"",2025/05/29 17:53,"",Sprint♯24,2025/05/07,2025/05/20,"","",0,2025/05/15 15:22,2025/05/29 17:53,Aさん,"","",2025/05/15,2025/05/29,0.00,0.00,いいえ,"",""
169085,業務アシスタント-制御設計サポートAI,タスク,165259,No25_【修正】項目名情報リストを各プロンプトへ反映できるよう修正,終了,通常,実装,Aさん,"",2025/05/29 17:53,"",Sprint♯24,2025/05/07,2025/05/20,"","",0,2025/05/15 15:22,2025/05/29 17:53,Aさん,"","",2025/05/15,2025/05/29,0.00,0.00,いいえ,"",""
169083,業務アシスタント-制御設計サポートAI,タスク,165258,No25_【実装】項目名情報リスト作成用関数の作成,終了,通常,単体テスト,Aさん,"",2025/05/29 17:52,"",Sprint♯24,2025/05/07,2025/05/20,"","",10,2025/05/15 15:22,2025/05/29 17:52,Aさん,"","",2025/05/22,2025/05/29,0.00,0.00,いいえ,"",""
169082,業務アシスタント-制御設計サポートAI,タスク,165258,No25_【実装】項目名情報リスト作成用関数の作成,終了,通常,レビュー指摘修正,Aさん,"",2025/05/29 17:52,"",Sprint♯24,2025/05/07,2025/05/20,"","",0,2025/05/15 15:21,2025/05/29 17:52,Aさん,"","",2025/05/15,2025/05/29,0.00,0.00,いいえ,"",""
169081,業務アシスタント-制御設計サポートAI,タスク,165258,No25_【実装】項目名情報リスト作成用関数の作成,終了,通常,レビュー,Aさん,Oさん,2025/05/29 17:52,"",Sprint♯24,2025/05/07,2025/05/20,"","",0,2025/05/15 15:21,2025/05/29 17:52,Aさん,"","",2025/05/15,2025/05/29,0.00,0.00,いいえ,"",""
169080,業務アシスタント-制御設計サポートAI,タスク,165258,No25_【実装】項目名情報リスト作成用関数の作成,終了,通常,実装,Aさん,"",2025/05/29 17:52,"",Sprint♯24,2025/05/07,2025/05/20,"","",0,2025/05/15 15:21,2025/05/29 17:52,Aさん,"","",2025/05/15,2025/05/29,0.00,0.00,いいえ,"",""
